Kilometros,Tipo Combustible,Marca,Modelo,Edicion,Año,Color,Tipo de Vehiculo,Estatus de Vehiculo,Precio,Numero de Puertas
101267,GLP,Ford,F150,Deluxe,2004,Azul,Sedan,Usado,5600,4
55934,Hibrido,Honda,Civic,Deluxe,2018,Gris,Camioneta,Usado,17472,2
72907,Hibrido,Honda,Civic,Limited,2015,Negro,Camioneta,Usado,17472,4
63957,Gasolina,Nissan,Altima,Sport,2018,Negro,Camioneta,Usado,14560,2
296722,Hibrido,Toyota,Corolla,Sport,2011,Azul,SUV,Usado,8736,2
243264,Gas,Hyundai,Elantra,Touring,2017,Blanco,Compacto,Usado,8568,2
115312,Gasolina,Ford,F150,Standard,2017,Verde,Camioneta,Usado,14560,4
136684,Hibrido,Toyota,Corolla,Limited,2005,Gris,Coupe,Usado,6720,2
214980,Gasolina,BMW,X5,Touring,2006,Verde,Compacto,Usado,5040,2
172940,GLP,Ford,F150,Standard,2011,Verde,Coupe,Usado,5600,3
162176,Gasolina,Nissan,Altima,Standard,2010,Negro,SUV,Usado,7280,2
202198,Gasolina,Toyota,Corolla,Touring,2002,Negro,Camioneta,Usado,7280,2
52963,Hibrido,Nissan,Altima,Sport,2000,Azul,Coupe,Usado,6720,4
189128,Gasolina,Chevrolet,Cruze,Sport,2005,Rojo,Compacto,Usado,5040,4
39235,GLP,Chevrolet,Cruze,Limited,2017,Rojo,SUV,Usado,20800,2
99370,GLP,Chevrolet,Cruze,Touring,2024,Verde,Sedan,Usado,13440,5
296801,Hibrido,Nissan,Altima,Standard,2023,Blanco,Camioneta,Usado,20966,4
240360,Hibrido,Honda,Civic,Limited,2006,Gris,Camioneta,Usado,8736,4
70163,Gasolina,Ford,F150,Limited,2012,Negro,Compacto,Usado,5040,2
86196,Gasolina,Chevrolet,Cruze,Limited,2018,Azul,Compacto,Usado,10080,4
59428,Gasolina,Ford,F150,Standard,2001,Gris,Coupe,Usado,5600,4
260937,GLP,Chevrolet,Cruze,Standard,2023,Azul,Coupe,Usado,13440,4
283214,Hibrido,Honda,Civic,Standard,2013,Verde,Compacto,Usado,6048,4
151837,Gasolina,Nissan,Altima,Deluxe,2003,Azul,Coupe,Usado,5600,2
264014,Gasolina,Ford,F150,Touring,2006,Verde,Sedan,Usado,5600,2
274233,Gasolina,Honda,Civic,Sport,2012,Negro,Compacto,Usado,5040,4
211935,Hibrido,Nissan,Altima,Deluxe,2010,Gris,SUV,Usado,8736,4
60490,GLP,Chevrolet,Cruze,Limited,2010,Negro,Compacto,Usado,5040,1
133234,GLP,Ford,F150,Touring,2007,Rojo,Coupe,Usado,5600,4
219418,Hibrido,Honda,Civic,Standard,2017,Verde,SUV,Usado,17472,4
257329,Gasolina,Honda,Civic,Standard,2016,Verde,Camioneta,Usado,14560,2
66893,Gasolina,Hyundai,Elantra,Deluxe,2017,Azul,Sedan,Usado,11200,4
118195,Gasolina,Chevrolet,Cruze,Standard,2008,Gris,Sedan,Usado,5600,4
75680,Gasolina,Ford,F150,Limited,2006,Rojo,SUV,Usado,7280,4
84603,Hibrido,Toyota,Corolla,Limited,2004,Rojo,Compacto,Usado,6048,4
232613,GLP,Chevrolet,Cruze,Deluxe,2017,Negro,SUV,Usado,14560,4
18406,GLP,Ford,F150,Touring,2019,Gris,Coupe,Usado,16000,2
186505,Hibrido,Honda,Civic,Limited,2022,Gris,Compacto,Usado,14515,2
3511,Gasolina,Hyundai,Elantra,Sport,2008,Gris,Camioneta,Usado,13520,2
23674,Gasolina,Honda,Civic,Limited,2008,Verde,SUV,Usado,10400,2
276886,GLP,Chevrolet,Cruze,Standard,2012,Negro,Compacto,Usado,5040,4
43875,Gasolina,Nissan,Altima,Limited,2010,Blanco,Coupe,Usado,8000,4
183028,Gasolina,Ford,F150,Limited,2007,Blanco,Coupe,Usado,5600,2
60807,Gasolina,Nissan,Altima,Sport,2021,Negro,Coupe,Usado,11200,2
88273,Gas,Hyundai,Elantra,Limited,2014,Azul,SUV,Usado,12376,2
78955,Gasolina,Honda,Civic,Limited,2016,Azul,Compacto,Usado,10080,4
44912,Gasolina,Honda,Civic,Limited,2021,Blanco,SUV,Usado,20800,4
85202,Gas,Hyundai,Elantra,Standard,2014,Negro,SUV,Usado,12376,2
297603,Gasolina,Chevrolet,Cruze,Touring,2010,Rojo,Sedan,Usado,5600,2
187107,Electrico,BMW,X5,Limited,2014,Rojo,Camioneta,Usado,21840,4
16413,Electrico,BMW,X5,Standard,2020,Rojo,Compacto,Usado,21600,4
272212,Gasolina,Honda,Civic,Limited,2022,Azul,Compacto,Usado,12096,4
166671,Hibrido,Toyota,Corolla,Deluxe,2012,Rojo,Camioneta,Usado,8736,2
262304,Gasolina,Honda,Civic,Sport,2003,Blanco,Camioneta,Usado,7280,2
222348,Hibrido,Honda,Civic,Touring,2006,Verde,SUV,Usado,8736,2
201601,Hibrido,Nissan,Altima,Deluxe,2012,Azul,Sedan,Usado,6720,4
282952,GLP,Chevrolet,Cruze,Deluxe,2017,Gris,Coupe,Usado,11200,4
7987,Hibrido,Toyota,Corolla,Sport,2005,Blanco,SUV,Usado,16224,4
164002,Gasolina,Honda,Civic,Limited,2012,Gris,Compacto,Usado,5040,2
195545,Hibrido,Toyota,Corolla,Touring,2005,Rojo,SUV,Usado,8736,2
178500,Hibrido,Honda,Civic,Deluxe,2016,Azul,SUV,Usado,17472,2
118022,Gasolina,Ford,F150,Standard,2001,Azul,Sedan,Usado,5600,2
60079,Gasolina,Nissan,Altima,Sport,2001,Azul,SUV,Usado,7280,2
109699,Gasolina,BMW,X5,Touring,2020,Blanco,SUV,Usado,14560,2
252514,Gasolina,BMW,X5,Limited,2010,Azul,Compacto,Usado,5040,2
122396,Gasolina,BMW,X5,Standard,2019,Negro,Camioneta,Usado,14560,2
136066,Gasolina,Honda,Civic,Deluxe,2008,Verde,Compacto,Usado,5040,2
242303,Gasolina,Toyota,Corolla,Touring,2004,Blanco,Compacto,Usado,5040,4
204447,Gasolina,BMW,X5,Standard,2018,Rojo,Camioneta,Usado,14560,4
116036,Hibrido,Honda,Civic,Limited,2007,Gris,Sedan,Usado,6720,2
195326,Gasolina,BMW,X5,Standard,2010,Rojo,Sedan,Usado,5600,2
127707,Hibrido,Toyota,Corolla,Deluxe,2003,Rojo,Sedan,Usado,6720,2
241184,Gasolina,Nissan,Altima,Sport,2015,Verde,Camioneta,Usado,14560,4
264696,Hibrido,Honda,Civic,Limited,2014,Verde,Compacto,Usado,12096,4
45821,Gasolina,Hyundai,Elantra,Deluxe,2017,Verde,Sedan,Usado,16000,2
198861,GLP,Chevrolet,Cruze,Touring,2014,Blanco,Sedan,Usado,11200,2
245438,Gasolina,Nissan,Altima,Sport,2003,Blanco,Compacto,Usado,5040,4
114460,Hibrido,Honda,Civic,Sport,2008,Azul,Compacto,Usado,6048,2
276079,Electrico,BMW,X5,Touring,2000,Negro,Sedan,Usado,8400,4
57658,GLP,Chevrolet,Cruze,Touring,2015,Negro,Coupe,Usado,11200,2
76460,Gasolina,Ford,F150,Deluxe,2005,Blanco,Coupe,Usado,5600,2
215686,Gasolina,Nissan,Altima,Deluxe,2014,Rojo,SUV,Usado,14560,2
75483,Hibrido,Honda,Civic,Touring,2006,Negro,Coupe,Usado,6720,2
147478,Electrico,BMW,X5,Sport,2016,Verde,SUV,Usado,21840,4
107039,Gasolina,Ford,F150,Sport,2015,Blanco,SUV,Usado,14560,4
297878,Gasolina,Ford,F150,Touring,2007,Rojo,SUV,Usado,7280,2
139638,Gas,Hyundai,Elantra,Limited,2009,Azul,Sedan,Usado,4760,2
148993,Gasolina,Honda,Civic,Standard,2003,Blanco,Coupe,Usado,5600,4
125110,Gasolina,Ford,F150,Standard,2009,Blanco,Camioneta,Usado,7280,4
296530,Gasolina,Toyota,Corolla,Limited,2010,Blanco,Compacto,Usado,5040,4
196276,Gasolina,BMW,X5,Sport,2006,Verde,Compacto,Usado,5040,2
200896,GLP,Ford,F150,Limited,2008,Negro,Camioneta,Usado,7280,2
1354,Gasolina,Nissan,Altima,Sport,2000,Gris,Compacto,Usado,9360,4
40800,Gasolina,Chevrolet,Cruze,Deluxe,2016,Blanco,SUV,Usado,20800,2
66073,GLP,Ford,F150,Standard,2021,Negro,Coupe,Usado,11200,2
101121,Gasolina,Toyota,Corolla,Limited,2022,Azul,Coupe,Usado,13440,4
226553,GLP,Ford,F150,Limited,2005,Gris,Sedan,Usado,5600,2
194440,Gasolina,BMW,X5,Sport,2004,Blanco,Compacto,Usado,5040,4
244112,Gas,Hyundai,Elantra,Standard,2023,Negro,Sedan,Usado,11424,2
27822,Electrico,BMW,X5,Limited,2000,Gris,Camioneta,Usado,15600,2
57729,Hibrido,Toyota,Corolla,Limited,2022,Negro,Sedan,Usado,16128,4
70205,Hibrido,Nissan,Altima,Touring,2022,Verde,Compacto,Usado,14515,2
8048,Hibrido,Nissan,Altima,Limited,2000,Gris,Camioneta,Usado,16224,2
281003,Hibrido,Toyota,Corolla,Limited,2005,Gris,SUV,Usado,8736,2
83344,Gasolina,Toyota,Corolla,Sport,2023,Negro,Compacto,Usado,12096,2
78576,Gasolina,Ford,F150,Sport,2015,Blanco,Coupe,Usado,11200,4
189600,Gasolina,Chevrolet,Cruze,Limited,2002,Azul,SUV,Usado,7280,2
155801,Gasolina,Nissan,Altima,Deluxe,2011,Negro,Sedan,Usado,5600,4
29723,Hibrido,Honda,Civic,Limited,2016,Verde,Sedan,Usado,19200,4
9407,Hibrido,Honda,Civic,Deluxe,2002,Verde,Sedan,Usado,12480,4
52514,Gasolina,Toyota,Corolla,Touring,2001,Blanco,Coupe,Usado,5600,2
275414,Gasolina,Hyundai,Elantra,Deluxe,2023,Blanco,Coupe,Usado,13440,2
113213,Hibrido,Toyota,Corolla,Sport,2024,Gris,Sedan,Usado,16128,4
173766,Hibrido,Nissan,Altima,Touring,2009,Verde,Coupe,Usado,6720,2
141077,Electrico,BMW,X5,Limited,2001,Verde,Compacto,Usado,7560,4
35023,Gasolina,Nissan,Altima,Sport,2023,Blanco,Camioneta,Usado,24960,4
286865,Gasolina,Honda,Civic,Touring,2002,Blanco,Coupe,Usado,5600,2
226923,Hibrido,Toyota,Corolla,Sport,2006,Gris,Sedan,Usado,6720,4
265443,Gasolina,Hyundai,Elantra,Limited,2023,Rojo,Camioneta,Usado,17472,2
49458,GLP,Chevrolet,Cruze,Limited,2022,Blanco,Sedan,Usado,19200,4
203712,Gasolina,Nissan,Altima,Standard,2007,Blanco,Compacto,Usado,5040,2
100506,GLP,Chevrolet,Cruze,Touring,2007,Azul,Sedan,Usado,5600,4
149484,GLP,Chevrolet,Cruze,Deluxe,2014,Rojo,SUV,Usado,14560,4
190957,Gasolina,Nissan,Altima,Touring,2012,Azul,Coupe,Usado,5600,2
264907,GLP,Chevrolet,Cruze,Sport,2021,Gris,SUV,Usado,14560,4
26774,Gasolina,BMW,X5,Standard,2001,Verde,Coupe,Usado,8000,5
4781,Gasolina,Honda,Civic,Deluxe,2013,Verde,Sedan,Usado,10400,4
65249,Gasolina,Toyota,Corolla,Standard,2024,Gris,SUV,Usado,17472,2
52192,Electrico,BMW,X5,Limited,2002,Blanco,Coupe,Usado,8400,2
108104,Hibrido,Honda,Civic,Deluxe,2018,Rojo,Sedan,Usado,13440,4
286014,Gasolina,Hyundai,Elantra,Standard,2011,Verde,Coupe,Usado,5600,4
278104,Gas,Hyundai,Elantra,Standard,2007,Verde,Sedan,Usado,4760,2
58717,Gasolina,Nissan,Altima,Touring,2020,Rojo,Camioneta,Usado,14560,2
180386,GLP,Ford,F150,Standard,2004,Azul,Coupe,Usado,5600,4
209026,Gasolina,Nissan,Altima,Limited,2006,Azul,Coupe,Usado,5600,2
80523,Gasolina,Nissan,Altima,Deluxe,2004,Negro,Sedan,Usado,5600,2
40059,GLP,Chevrolet,Cruze,Touring,2000,Azul,Camioneta,Usado,10400,4
222615,Gasolina,Honda,Civic,Touring,2002,Blanco,Sedan,Usado,5600,2
178423,Hibrido,Honda,Civic,Limited,2022,Negro,Camioneta,Usado,20966,4
281119,Gasolina,Nissan,Altima,Standard,2006,Verde,Sedan,Usado,5600,4
297267,Gas,Hyundai,Elantra,Standard,2016,Gris,SUV,Usado,12376,4
228092,Gasolina,Chevrolet,Cruze,Deluxe,2014,Azul,SUV,Usado,14560,2
36127,Gas,Hyundai,Elantra,Touring,2024,Verde,Coupe,Usado,16320,4
59892,Gasolina,BMW,X5,Standard,2022,Negro,Sedan,Usado,13440,4
254592,Gasolina,Honda,Civic,Sport,2021,Azul,Sedan,Usado,11200,2
199437,Hibrido,Toyota,Corolla,Touring,2023,Blanco,Coupe,Usado,16128,4
273747,GLP,Ford,F150,Touring,2007,Rojo,Coupe,Usado,5600,4
271838,Electrico,BMW,X5,Sport,2022,Negro,Sedan,Usado,20160,4
277597,Gasolina,Ford,F150,Deluxe,2004,Verde,Sedan,Usado,5600,4
25740,Gasolina,Nissan,Altima,Limited,2016,Gris,Compacto,Usado,14400,4
149156,Gasolina,Honda,Civic,Touring,2005,Verde,Sedan,Usado,5600,4
3302,Hibrido,Nissan,Altima,Deluxe,2022,Rojo,Coupe,Usado,29952,4
260175,GLP,Chevrolet,Cruze,Sport,2012,Negro,Camioneta,Usado,7280,4
240607,Hibrido,Toyota,Corolla,Deluxe,2007,Verde,Camioneta,Usado,8736,2
284895,Hibrido,Toyota,Corolla,Standard,2016,Rojo,SUV,Usado,17472,2
109556,GLP,Ford,F150,Sport,2010,Rojo,Camioneta,Usado,7280,2
291600,Gas,Hyundai,Elantra,Touring,2020,Negro,Camioneta,Usado,12376,4
100208,GLP,Ford,F150,Deluxe,2001,Blanco,Sedan,Usado,5600,2
149186,GLP,Chevrolet,Cruze,Sport,2000,Blanco,Compacto,Usado,5040,2
164609,GLP,Chevrolet,Cruze,Sport,2006,Negro,Compacto,Usado,5040,2
220553,Gasolina,Ford,F150,Sport,2015,Rojo,Coupe,Usado,11200,4
274372,Electrico,BMW,X5,Sport,2006,Gris,Camioneta,Usado,10920,2
242454,Gasolina,Honda,Civic,Sport,2002,Rojo,Compacto,Usado,5040,4
33162,Gasolina,BMW,X5,Limited,2014,Rojo,Coupe,Usado,16000,4
200710,Gasolina,Honda,Civic,Standard,2017,Rojo,Sedan,Usado,11200,2
111046,Gasolina,Hyundai,Elantra,Sport,2014,Gris,Compacto,Usado,10080,4
127264,Hibrido,Honda,Civic,Touring,2015,Verde,Compacto,Usado,12096,4
279142,Hibrido,Toyota,Corolla,Sport,2006,Blanco,Sedan,Usado,6720,4
267029,Hibrido,Honda,Civic,Standard,2003,Verde,Camioneta,Usado,8736,2
113057,Gasolina,Chevrolet,Cruze,Standard,2004,Rojo,Coupe,Usado,5600,2
261316,Gas,Hyundai,Elantra,Touring,2024,Rojo,Compacto,Usado,10281,2
123908,Gasolina,Nissan,Altima,Limited,2019,Verde,Compacto,Usado,10080,2
5196,Gasolina,Chevrolet,Cruze,Deluxe,2023,Azul,Camioneta,Usado,32448,4
146955,Hibrido,Honda,Civic,Deluxe,2000,Rojo,Compacto,Usado,6048,2
169265,Gasolina,Toyota,Corolla,Sport,2011,Rojo,SUV,Usado,7280,4
285937,Gasolina,Chevrolet,Cruze,Limited,2018,Azul,Compacto,Usado,10080,4
161142,GLP,Chevrolet,Cruze,Limited,2008,Blanco,Sedan,Usado,5600,4
247047,Gasolina,Chevrolet,Cruze,Touring,2023,Negro,Coupe,Usado,13440,4
75300,Gasolina,Honda,Civic,Deluxe,2017,Azul,SUV,Usado,14560,4
58547,Gasolina,Chevrolet,Cruze,Touring,2006,Azul,SUV,Usado,7280,2
284778,Gasolina,Chevrolet,Cruze,Limited,2012,Blanco,SUV,Usado,7280,4
90068,Gasolina,Toyota,Corolla,Touring,2020,Rojo,Sedan,Usado,11200,2
87820,Gasolina,Honda,Civic,Touring,2022,Verde,Sedan,Usado,13440,2
141658,Gasolina,Honda,Civic,Standard,2003,Gris,Sedan,Usado,5600,2
251087,GLP,Chevrolet,Cruze,Touring,2009,Rojo,Camioneta,Usado,7280,4
72189,Gasolina,Nissan,Altima,Touring,2009,Rojo,Compacto,Usado,5040,2
107456,Hibrido,Toyota,Corolla,Limited,2019,Verde,Compacto,Usado,12096,2
127536,Gasolina,Nissan,Altima,Touring,2021,Azul,Coupe,Usado,11200,2
293516,Gasolina,Hyundai,Elantra,Touring,2007,Negro,SUV,Usado,7280,2
11021,Hibrido,Toyota,Corolla,Touring,2024,Verde,Coupe,Usado,23040,2
220271,Electrico,BMW,X5,Deluxe,2013,Azul,Coupe,Usado,8400,2
138425,Hibrido,Honda,Civic,Touring,2003,Negro,Compacto,Usado,6048,2
143964,Gasolina,Ford,F150,Limited,2005,Gris,Sedan,Usado,5600,4
291989,Gas,Hyundai,Elantra,Limited,2006,Azul,Camioneta,Usado,6188,2
162481,Hibrido,Toyota,Corolla,Sport,2006,Negro,Sedan,Usado,6720,2
109821,GLP,Ford,F150,Sport,2013,Azul,Coupe,Usado,5600,4
214552,Hibrido,Honda,Civic,Limited,2013,Azul,SUV,Usado,8736,4
145464,Gas,Hyundai,Elantra,Limited,2022,Negro,Camioneta,Usado,14851,2
39421,GLP,Ford,F150,Standard,2000,Blanco,Coupe,Usado,8000,4
121670,GLP,Chevrolet,Cruze,Touring,2000,Rojo,Compacto,Usado,5040,2
127758,Electrico,BMW,X5,Standard,2006,Azul,Coupe,Usado,8400,2
178035,Gasolina,Nissan,Altima,Limited,2011,Azul,Compacto,Usado,5040,2
93684,Electrico,BMW,X5,Sport,2012,Rojo,Coupe,Usado,8400,4
283384,GLP,Ford,F150,Touring,2015,Gris,Camioneta,Usado,14560,2
221208,Gasolina,Ford,F150,Sport,2015,Blanco,SUV,Usado,14560,2
73974,Gas,Hyundai,Elantra,Limited,2022,Azul,Coupe,Usado,11424,2
102029,Gasolina,Toyota,Corolla,Touring,2018,Blanco,Camioneta,Usado,14560,4
177067,Gasolina,Toyota,Corolla,Touring,2018,Rojo,Compacto,Usado,10080,2
239992,Hibrido,Honda,Civic,Touring,2007,Blanco,Compacto,Usado,6048,2
102294,Gasolina,Nissan,Altima,Touring,2000,Blanco,Coupe,Usado,5600,4
26143,Gasolina,BMW,X5,Touring,2023,Blanco,Coupe,Usado,19200,2
20387,Gas,Hyundai,Elantra,Sport,2018,Verde,Compacto,Usado,12240,4
205724,Hibrido,Honda,Civic,Limited,2013,Azul,SUV,Usado,8736,4
273827,Gasolina,Chevrolet,Cruze,Sport,2011,Azul,Compacto,Usado,5040,2
90460,GLP,Ford,F150,Sport,2003,Verde,SUV,Usado,7280,4
41932,Gasolina,Ford,F150,Standard,2002,Verde,Camioneta,Usado,10400,4
151905,Gas,Hyundai,Elantra,Standard,2017,Azul,Compacto,Usado,8568,2
271650,Gas,Hyundai,Elantra,Sport,2001,Gris,Camioneta,Usado,6188,2
95231,Electrico,BMW,X5,Deluxe,2007,Blanco,Camioneta,Usado,10920,2
92991,Gasolina,Toyota,Corolla,Touring,2016,Rojo,Coupe,Usado,11200,2
221023,GLP,Chevrolet,Cruze,Sport,2004,Rojo,SUV,Usado,7280,4
111230,Hibrido,Nissan,Altima,Limited,2009,Blanco,Sedan,Usado,6720,2
217826,Gasolina,Toyota,Corolla,Limited,2000,Negro,SUV,Usado,7280,2
54232,Hibrido,Honda,Civic,Touring,2007,Rojo,Sedan,Usado,6720,2
10232,Gasolina,Chevrolet,Cruze,Sport,2011,Azul,Camioneta,Usado,10400,2
45016,Electrico,BMW,X5,Limited,2018,Gris,Coupe,Usado,24000,4
278001,Gasolina,Hyundai,Elantra,Limited,2010,Gris,Camioneta,Usado,7280,4
141352,Gas,Hyundai,Elantra,Sport,2018,Blanco,Camioneta,Usado,12376,3
104944,Gasolina,Toyota,Corolla,Deluxe,2012,Blanco,Camioneta,Usado,7280,2
14904,Gas,Hyundai,Elantra,Standard,2021,Verde,Coupe,Usado,13600,4
287798,Gasolina,Nissan,Altima,Sport,2004,Verde,Coupe,Usado,5600,2
143599,GLP,Ford,F150,Touring,2007,Rojo,Camioneta,Usado,7280,2
57562,Gasolina,BMW,X5,Touring,2007,Negro,Compacto,Usado,5040,2
147453,Hibrido,Honda,Civic,Sport,2015,Rojo,SUV,Usado,17472,4
17620,Hibrido,Nissan,Altima,Deluxe,2007,Azul,Coupe,Usado,9600,2
165992,Hibrido,Nissan,Altima,Standard,2004,Verde,Camioneta,Usado,8736,2
27670,Electrico,BMW,X5,Touring,2005,Gris,Compacto,Usado,10800,4
124679,GLP,Ford,F150,Touring,2008,Verde,SUV,Usado,7280,2
283290,GLP,Chevrolet,Cruze,Standard,2010,Gris,Camioneta,Usado,7280,2
202643,Hibrido,Nissan,Altima,Limited,2001,Gris,Compacto,Usado,6048,4
282719,GLP,Chevrolet,Cruze,Limited,2006,Rojo,Sedan,Usado,5600,5
99083,Gasolina,Nissan,Altima,Sport,2016,Verde,SUV,Usado,14560,2
285499,Gasolina,Nissan,Altima,Touring,2022,Azul,Coupe,Usado,13440,2
271775,Hibrido,Nissan,Altima,Sport,2007,Rojo,Sedan,Usado,6720,2
199910,Hibrido,Toyota,Corolla,Touring,2009,Negro,SUV,Usado,8736,4
1650,Gasolina,Nissan,Altima,Deluxe,2000,Verde,Sedan,Usado,10400,4
72461,Gasolina,Toyota,Corolla,Deluxe,2013,Negro,Camioneta,Usado,7280,3
46166,Gasolina,Ford,F150,Limited,2007,Rojo,Camioneta,Usado,10400,2
288365,Hibrido,Toyota,Corolla,Limited,2009,Verde,Coupe,Usado,6720,4
68796,Gasolina,BMW,X5,Standard,2014,Blanco,Camioneta,Usado,14560,4
191516,Gasolina,Chevrolet,Cruze,Touring,2022,Azul,Camioneta,Usado,17472,2
80472,Electrico,BMW,X5,Limited,2009,Negro,Camioneta,Usado,10920,4
259418,GLP,Chevrolet,Cruze,Sport,2021,Azul,Sedan,Usado,11200,2
92922,Gasolina,BMW,X5,Limited,2010,Negro,SUV,Usado,7280,2
62643,Electrico,BMW,X5,Deluxe,2015,Blanco,SUV,Usado,21840,4
17522,Gasolina,Chevrolet,Cruze,Deluxe,2008,Blanco,Sedan,Usado,8000,2
159276,Hibrido,Toyota,Corolla,Deluxe,2007,Verde,Coupe,Usado,6720,4
273770,GLP,Ford,F150,Deluxe,2017,Azul,Compacto,Usado,10080,4
28219,GLP,Chevrolet,Cruze,Sport,2004,Blanco,Coupe,Usado,8000,4
91664,Gasolina,Toyota,Corolla,Sport,2017,Azul,SUV,Usado,14560,6
215941,Gasolina,Honda,Civic,Sport,2024,Azul,SUV,Usado,17472,5
208567,Gas,Hyundai,Elantra,Deluxe,2021,Gris,Camioneta,Usado,12376,2
156524,Gasolina,Nissan,Altima,Deluxe,2018,Gris,Camioneta,Usado,14560,2
198358,Gas,Hyundai,Elantra,Limited,2001,Verde,Camioneta,Usado,6188,4
80475,Hibrido,Honda,Civic,Limited,2018,Blanco,Coupe,Usado,13440,4
211427,Gasolina,BMW,X5,Standard,2016,Rojo,Coupe,Usado,11200,4
105611,GLP,Ford,F150,Deluxe,2015,Verde,Compacto,Usado,10080,2
175784,Hibrido,Honda,Civic,Touring,2018,Rojo,Camioneta,Usado,17472,2
48439,Hibrido,Honda,Civic,Limited,2010,Azul,Compacto,Usado,8640,2
166363,Gasolina,Toyota,Corolla,Standard,2003,Verde,Coupe,Usado,5600,4
200038,Gasolina,Ford,F150,Standard,2024,Verde,Coupe,Usado,13440,2
32572,GLP,Chevrolet,Cruze,Sport,2024,Rojo,Camioneta,Usado,24960,4
36963,Hibrido,Honda,Civic,Standard,2018,Negro,Sedan,Usado,19200,2
264209,Hibrido,Toyota,Corolla,Touring,2013,Negro,SUV,Usado,8736,2
202260,GLP,Chevrolet,Cruze,Standard,2016,Blanco,Camioneta,Usado,14560,4
153343,Gasolina,Toyota,Corolla,Deluxe,2018,Blanco,Sedan,Usado,11200,4
242141,Gasolina,Nissan,Altima,Touring,2018,Verde,SUV,Usado,14560,2
83165,Gasolina,Chevrolet,Cruze,Deluxe,2005,Rojo,Sedan,Usado,5600,2
274276,GLP,Chevrolet,Cruze,Touring,2010,Negro,Sedan,Usado,5600,4
188474,Hibrido,Nissan,Altima,Touring,2001,Gris,Camioneta,Usado,8736,2
137301,Hibrido,Nissan,Altima,Standard,2011,Negro,Camioneta,Usado,8736,2
297302,Gas,Hyundai,Elantra,Deluxe,2017,Blanco,Compacto,Usado,8568,4
211216,Hibrido,Toyota,Corolla,Deluxe,2005,Gris,Sedan,Usado,6720,2
53108,GLP,Chevrolet,Cruze,Sport,2015,Azul,Coupe,Usado,11200,4
62262,Gas,Hyundai,Elantra,Deluxe,2001,Rojo,Camioneta,Usado,6188,2
247891,Hibrido,Honda,Civic,Limited,2015,Gris,Camioneta,Usado,17472,2
105045,Electrico,BMW,X5,Sport,2016,Verde,Sedan,Usado,16800,2
21480,Gasolina,Nissan,Altima,Deluxe,2004,Verde,Sedan,Usado,8000,4
7892,Gasolina,Ford,F150,Deluxe,2019,Azul,Sedan,Usado,20800,2
295017,Hibrido,Toyota,Corolla,Sport,2010,Verde,Compacto,Usado,6048,2
15008,GLP,Chevrolet,Cruze,Standard,2003,Azul,Sedan,Usado,8000,3
63689,Electrico,BMW,X5,Standard,2023,Rojo,SUV,Usado,26208,2
168671,Gasolina,Nissan,Altima,Standard,2010,Blanco,Coupe,Usado,5600,2
160338,GLP,Chevrolet,Cruze,Touring,2015,Blanco,Camioneta,Usado,14560,4
101357,Gasolina,Toyota,Corolla,Limited,2018,Verde,Compacto,Usado,10080,4
105257,Gasolina,Chevrolet,Cruze,Limited,2018,Verde,Coupe,Usado,11200,4
222914,Gasolina,Ford,F150,Sport,2023,Blanco,Camioneta,Usado,17472,4
275769,Gasolina,BMW,X5,Sport,2024,Azul,Camioneta,Usado,17472,4
33688,Gasolina,Toyota,Corolla,Limited,2013,Verde,Coupe,Usado,8000,1
7473,Gasolina,Toyota,Corolla,Touring,2007,Negro,Sedan,Usado,10400,2
78289,Gas,Hyundai,Elantra,Deluxe,2017,Rojo,Coupe,Usado,9520,4
194271,Gasolina,BMW,X5,Limited,2008,Gris,Camioneta,Usado,7280,2
253805,Hibrido,Honda,Civic,Deluxe,2008,Gris,SUV,Usado,8736,2
133727,Hibrido,Nissan,Altima,Deluxe,2004,Gris,Coupe,Usado,6720,4
124120,GLP,Ford,F150,Sport,2014,Negro,Compacto,Usado,10080,4
139500,Gasolina,Toyota,Corolla,Sport,2004,Rojo,SUV,Usado,7280,2
175550,Electrico,BMW,X5,Touring,2002,Gris,SUV,Usado,10920,4
58563,Hibrido,Toyota,Corolla,Deluxe,2000,Rojo,Sedan,Usado,6720,2
179891,GLP,Ford,F150,Standard,2020,Blanco,Coupe,Usado,11200,4
275115,Gasolina,Nissan,Altima,Deluxe,2018,Azul,Compacto,Usado,10080,2
28149,GLP,Ford,F150,Sport,2006,Negro,Camioneta,Usado,10400,4
209961,Gasolina,Hyundai,Elantra,Touring,2020,Negro,Sedan,Usado,11200,4
136477,GLP,Chevrolet,Cruze,Standard,2001,Gris,Camioneta,Usado,7280,2
294507,Gasolina,Chevrolet,Cruze,Deluxe,2023,Negro,Camioneta,Usado,17472,2
213940,Electrico,BMW,X5,Deluxe,2007,Verde,Coupe,Usado,8400,4
230137,Gasolina,Nissan,Altima,Standard,2008,Verde,Camioneta,Usado,7280,4
103487,GLP,Ford,F150,Limited,2001,Blanco,SUV,Usado,7280,5
200183,Gasolina,Toyota,Corolla,Deluxe,2018,Negro,Coupe,Usado,11200,2
268889,Gas,Hyundai,Elantra,Deluxe,2003,Rojo,Coupe,Usado,4760,2
211434,Hibrido,Nissan,Altima,Sport,2016,Verde,Camioneta,Usado,17472,2
215197,Hibrido,Nissan,Altima,Limited,2009,Rojo,Sedan,Usado,6720,4
